Member_number,Recency,Frequency,Monetary,Cluster
KH4427,333,12,128.7,Churned Customers
KH4428,129,6,39.7,Big Spenders
KH4429,162,3,23.5,Big Spenders
KH4430,28,14,170.7,Loyal Customers
KH4431,44,14,72.8,Potential Loyalists
KH4432,96,10,73.1,Potential Loyalists
KH4433,219,17,165.2,Big Spenders
KH4434,100,15,235.11,Loyal Customers
KH4435,389,8,15.7,Churned Customers
KH4436,7,2,24.1,Potential Loyalists
KH4437,31,23,285.6,Loyal Customers
KH4439,131,8,54.3,Big Spenders
KH4440,29,12,118.2,Potential Loyalists
KH4441,51,16,133.3,Loyal Customers
KH4442,32,14,143.7,Loyal Customers
KH4443,415,7,56.5,Churned Customers
KH4444,85,15,110.8,Potential Loyalists
KH4445,29,15,141.2,Loyal Customers
KH4447,243,2,6.8,Big Spenders
KH4448,358,12,121.7,Churned Customers
KH4449,275,10,78.0,Churned Customers
KH4450,153,7,60.8,Big Spenders
KH4451,402,2,18.9,Churned Customers
KH4452,37,4,44.6,Potential Loyalists
KH4453,129,18,158.6,Loyal Customers
KH4454,7,3,14.1,Potential Loyalists
KH4455,4,16,105.66,Potential Loyalists
KH4456,144,17,91.55,Big Spenders
KH4457,118,10,63.8,Potential Loyalists
KH4458,649,6,38.2,One-time Shoppers
KH4459,12,12,76.1,Potential Loyalists
KH4460,171,8,49.15,Big Spenders
KH4461,320,9,81.0,Churned Customers
KH4462,206,12,46.9,Big Spenders
KH4463,57,10,111.3,Potential Loyalists
KH4464,70,17,89.6,Potential Loyalists
KH4465,366,4,51.6,Churned Customers
KH4466,118,10,57.6,Potential Loyalists
KH4467,38,11,95.4,Potential Loyalists
KH4468,198,17,156.1,Big Spenders
KH4469,73,7,111.2,Potential Loyalists
KH4470,7,14,117.0,Potential Loyalists
KH4471,305,9,81.0,Churned Customers
KH4472,445,2,9.0,Churned Customers
KH4473,114,14,177.5,Loyal Customers
KH4474,20,11,72.5,Potential Loyalists
KH4475,271,5,62.1,Big Spenders
KH4477,318,7,58.95,Churned Customers
KH4478,26,9,72.05,Potential Loyalists
KH4479,323,9,29.1,Churned Customers
KH4480,566,5,46.06,One-time Shoppers
KH4481,467,4,30.5,One-time Shoppers
KH4482,30,11,98.2,Potential Loyalists
KH4483,137,4,21.53,Big Spenders
KH4484,33,6,41.92,Potential Loyalists
KH4485,158,12,128.55,Big Spenders
KH4486,28,26,206.66,Loyal Customers
KH4487,163,19,194.7,Loyal Customers
KH4488,379,6,44.0,Churned Customers
KH4489,41,8,67.94,Potential Loyalists
KH4490,708,4,17.6,One-time Shoppers
KH4491,468,2,17.1,One-time Shoppers
KH4492,199,9,85.0,Big Spenders
KH4493,62,10,52.5,Potential Loyalists
KH4494,58,21,277.9,Loyal Customers
KH4495,14,23,160.55,Loyal Customers
KH4496,341,2,13.0,Churned Customers
KH4497,206,4,21.2,Big Spenders
KH4498,255,11,88.2,Big Spenders
KH4499,62,15,203.26,Loyal Customers
KH4500,205,10,75.6,Big Spenders
KH4501,198,13,73.22,Big Spenders
KH4502,38,9,42.04,Potential Loyalists
KH4503,11,11,130.3,Loyal Customers
KH4504,117,14,76.3,Potential Loyalists
KH4505,257,13,118.75,Big Spenders
KH4506,141,2,8.7,Big Spenders
KH4507,137,6,59.7,Big Spenders
KH4508,84,13,61.4,Potential Loyalists
KH4509,31,20,290.74,Loyal Customers
KH4510,118,17,189.76,Loyal Customers
KH4511,184,7,70.7,Big Spenders
KH4512,9,15,193.2,Loyal Customers
KH4513,56,5,53.49,Potential Loyalists
KH4514,531,2,14.6,One-time Shoppers
KH4515,198,19,128.5,Big Spenders
KH4516,23,7,45.2,Potential Loyalists
KH4517,430,2,26.0,Churned Customers
KH4518,163,5,32.8,Big Spenders
KH4519,57,5,101.6,Potential Loyalists
KH4520,647,6,21.0,One-time Shoppers
KH4521,106,2,10.0,Potential Loyalists
KH4522,226,8,21.9,Big Spenders
KH4523,63,12,203.95,Loyal Customers
KH4524,4,22,153.0,Loyal Customers
KH4525,84,15,129.4,Loyal Customers
KH4526,128,20,153.76,Loyal Customers
KH4527,73,11,76.5,Potential Loyalists
KH4528,78,4,15.4,Potential Loyalists
KH4529,220,10,71.36,Big Spenders
KH4530,109,4,10.6,Potential Loyalists
KH4531,75,17,109.07,Potential Loyalists
KH4532,31,6,65.1,Potential Loyalists
KH4533,223,6,32.4,Big Spenders
KH4534,441,4,37.5,Churned Customers
KH4535,25,7,23.4,Potential Loyalists
KH4536,108,11,80.0,Potential Loyalists
KH4537,10,13,116.5,Potential Loyalists
KH4538,32,8,84.8,Potential Loyalists
KH4539,296,9,47.3,Churned Customers
KH4540,71,12,179.76,Loyal Customers
KH4541,256,10,140.4,Big Spenders
KH4542,346,6,47.7,Churned Customers
KH4543,68,6,83.5,Potential Loyalists
KH4544,343,12,65.65,Churned Customers
KH4546,118,11,127.7,Loyal Customers
KH4547,346,7,59.1,Churned Customers
KH4548,153,15,150.7,Big Spenders
KH4550,51,16,135.1,Loyal Customers
KH4551,155,4,38.4,Big Spenders
KH4552,74,8,28.5,Potential Loyalists
KH4553,200,7,44.7,Big Spenders
KH4554,125,9,102.6,Big Spenders
KH4555,53,14,77.7,Potential Loyalists
KH4556,135,9,118.2,Big Spenders
KH4557,72,8,143.0,Loyal Customers
KH4558,269,6,73.9,Big Spenders
KH4559,232,10,54.2,Big Spenders
KH4560,180,4,23.2,Big Spenders
KH4561,482,9,66.4,One-time Shoppers
KH4562,419,4,11.4,Churned Customers
KH4563,186,12,116.8,Big Spenders
KH4564,56,17,142.26,Loyal Customers
KH4565,0,2,2.2,Potential Loyalists
KH4566,122,13,153.96,Loyal Customers
KH4567,89,12,134.0,Loyal Customers
KH4569,156,12,125.14,Big Spenders
KH4570,130,6,32.5,Big Spenders
KH4571,269,6,59.5,Big Spenders
KH4572,62,18,134.8,Loyal Customers
KH4573,7,16,112.5,Potential Loyalists
KH4574,30,21,135.9,Loyal Customers
KH4575,20,8,31.74,Potential Loyalists
KH4576,104,14,159.4,Loyal Customers
KH4577,56,6,86.25,Potential Loyalists
KH4578,478,9,62.44,One-time Shoppers
KH4579,62,16,111.15,Potential Loyalists
KH4580,31,8,124.02,Potential Loyalists
KH4581,271,6,34.0,Churned Customers
KH4582,47,9,63.7,Potential Loyalists
KH4583,310,10,62.05,Churned Customers
KH4584,28,10,174.3,Loyal Customers
KH4585,93,21,156.55,Loyal Customers
KH4586,460,7,59.1,One-time Shoppers
KH4587,586,2,17.6,One-time Shoppers
KH4588,52,21,176.2,Loyal Customers
KH4589,22,16,179.9,Loyal Customers
KH4590,498,2,9.6,One-time Shoppers
KH4591,200,9,68.0,Big Spenders
KH4592,22,16,142.9,Loyal Customers
KH4593,134,10,59.0,Big Spenders
KH4594,190,18,160.6,Big Spenders
KH4595,145,4,28.1,Big Spenders
KH4596,208,10,92.0,Big Spenders
KH4597,170,6,61.9,Big Spenders
KH4598,42,18,114.7,Potential Loyalists
KH4599,616,4,49.4,One-time Shoppers
KH4600,169,11,98.65,Big Spenders
KH4601,15,15,166.65,Loyal Customers
KH4602,126,3,63.5,Big Spenders
KH4603,343,10,85.12,Churned Customers
KH4604,21,4,62.3,Potential Loyalists
KH4605,68,6,49.9,Potential Loyalists
KH4606,229,13,109.2,Big Spenders
KH4607,15,8,66.6,Potential Loyalists
KH4608,35,12,114.0,Potential Loyalists
KH4609,53,4,71.0,Potential Loyalists
KH4610,164,12,97.05,Big Spenders
KH4611,125,5,28.3,Potential Loyalists
KH4612,244,4,23.1,Big Spenders
KH4613,227,12,82.82,Big Spenders
KH4614,67,10,36.6,Potential Loyalists
KH4615,427,5,53.3,Churned Customers
KH4616,136,13,72.2,Big Spenders
KH4617,401,9,87.3,Churned Customers
KH4618,14,12,108.5,Potential Loyalists
KH4619,197,5,56.1,Big Spenders
KH4620,294,9,60.36,Churned Customers
KH4621,642,2,23.7,One-time Shoppers
KH4622,475,8,60.94,One-time Shoppers
KH4623,175,14,121.4,Big Spenders
KH4624,33,22,260.94,Loyal Customers
KH4625,267,5,30.5,Big Spenders
KH4626,6,7,44.7,Potential Loyalists
KH4627,12,4,108.5,Potential Loyalists
KH4628,20,20,262.4,Loyal Customers
KH4629,44,10,61.42,Potential Loyalists
KH4630,549,2,15.7,One-time Shoppers
KH4631,673,2,6.8,One-time Shoppers
KH4632,87,10,80.0,Potential Loyalists
KH4633,135,14,133.8,Big Spenders
KH4634,229,9,106.6,Big Spenders
KH4635,75,8,35.5,Potential Loyalists
KH4636,264,17,213.55,Big Spenders
KH4637,230,11,128.9,Big Spenders
KH4638,422,8,81.52,Churned Customers
KH4639,403,2,28.6,Churned Customers
KH4640,96,9,37.69,Potential Loyalists
KH4641,31,10,89.3,Potential Loyalists
KH4642,27,4,19.57,Potential Loyalists
KH4643,28,16,122.15,Potential Loyalists
KH4644,127,6,47.4,Big Spenders
KH4645,1,20,101.9,Potential Loyalists
KH4646,152,12,98.14,Big Spenders
KH4647,316,4,42.4,Churned Customers
KH4648,83,9,73.1,Potential Loyalists
KH4649,451,11,53.86,Churned Customers
KH4650,381,11,71.32,Churned Customers
KH4651,192,8,48.7,Big Spenders
KH4652,266,13,114.3,Big Spenders
KH4653,416,4,13.4,Churned Customers
KH4654,472,7,65.06,One-time Shoppers
KH4655,150,10,54.5,Big Spenders
KH4656,5,21,200.3,Loyal Customers
KH4657,137,20,166.8,Loyal Customers
KH4658,169,8,21.9,Big Spenders
KH4659,369,8,76.6,Churned Customers
KH4660,173,8,104.7,Big Spenders
KH4661,234,17,139.1,Big Spenders
KH4662,43,16,83.74,Potential Loyalists
KH4663,621,6,36.65,One-time Shoppers
KH4664,218,8,59.6,Big Spenders
KH4665,307,8,59.42,Churned Customers
KH4666,28,20,210.57,Loyal Customers
KH4667,127,17,159.0,Loyal Customers
KH4668,332,6,43.2,Churned Customers
KH4669,188,10,116.48,Big Spenders
KH4670,80,7,32.9,Potential Loyalists
KH4671,151,22,182.45,Loyal Customers
KH4672,55,7,68.6,Potential Loyalists
KH4673,385,7,107.4,Churned Customers
KH4674,578,6,31.2,One-time Shoppers
KH4675,60,10,70.6,Potential Loyalists
KH4676,349,13,98.6,Churned Customers
KH4677,76,7,38.2,Potential Loyalists
KH4678,13,12,94.2,Potential Loyalists
KH4679,50,22,277.18,Loyal Customers
KH4680,125,9,107.39,Big Spenders
KH4681,110,14,143.62,Loyal Customers
KH4682,227,6,34.2,Big Spenders
KH4683,98,21,247.8,Loyal Customers
KH4684,404,10,67.1,Churned Customers
KH4685,56,15,145.5,Loyal Customers
KH4686,48,13,68.3,Potential Loyalists
KH4687,98,10,63.6,Potential Loyalists
KH4688,89,16,95.6,Potential Loyalists
KH4689,114,7,20.9,Potential Loyalists
KH4690,375,9,81.7,Churned Customers
KH4691,79,8,97.26,Potential Loyalists
KH4692,64,15,129.0,Loyal Customers
KH4693,134,18,105.39,Big Spenders
KH4694,42,20,152.54,Loyal Customers
KH4695,78,26,225.41,Loyal Customers
KH4696,134,7,37.2,Big Spenders
KH4697,110,12,69.32,Potential Loyalists
KH4698,66,8,106.2,Potential Loyalists
KH4699,151,18,162.93,Loyal Customers
KH4700,186,16,98.45,Big Spenders
KH4701,244,8,37.95,Big Spenders
KH4702,52,7,48.39,Potential Loyalists
KH4703,436,2,8.2,Churned Customers
KH4704,131,11,106.6,Big Spenders
KH4705,222,10,55.8,Big Spenders
KH4706,37,6,73.9,Potential Loyalists
KH4707,322,4,10.7,Churned Customers
KH4708,89,14,157.8,Loyal Customers
KH4709,509,6,55.3,One-time Shoppers
KH4710,235,9,87.9,Big Spenders
KH4711,104,8,53.55,Potential Loyalists
KH4712,381,10,107.9,Churned Customers
KH4713,336,6,46.8,Churned Customers
KH4714,122,4,28.4,Potential Loyalists
KH4715,385,12,96.3,Churned Customers
KH4716,304,4,64.6,Churned Customers
KH4717,228,15,97.72,Big Spenders
KH4718,117,13,125.49,Loyal Customers
KH4719,2,16,124.1,Potential Loyalists
KH4720,311,13,113.4,Churned Customers
KH4721,177,19,156.9,Big Spenders
KH4722,14,10,117.9,Potential Loyalists
KH4723,222,6,64.0,Big Spenders
KH4724,118,4,38.9,Potential Loyalists
KH4725,28,10,72.22,Potential Loyalists
KH4726,175,8,62.4,Big Spenders
KH4727,39,10,39.5,Potential Loyalists
KH4728,115,10,74.49,Potential Loyalists
KH4729,266,6,28.74,Big Spenders
KH4730,399,4,15.6,Churned Customers
KH4731,270,6,46.6,Churned Customers
KH4732,392,2,66.2,Churned Customers
KH4733,296,9,73.14,Churned Customers
KH4734,38,11,148.3,Loyal Customers
KH4735,273,12,162.1,Big Spenders
KH4736,162,11,122.6,Big Spenders
KH4737,102,2,18.0,Potential Loyalists
KH4738,137,6,46.5,Big Spenders
KH4739,391,4,13.2,Churned Customers
KH4740,89,10,78.7,Potential Loyalists
KH4741,96,17,113.0,Potential Loyalists
KH4742,45,15,179.1,Loyal Customers
KH4743,179,13,118.64,Big Spenders
KH4744,63,15,61.4,Potential Loyalists
KH4745,6,17,155.98,Loyal Customers
KH4746,21,14,137.8,Loyal Customers
KH4747,128,16,175.42,Loyal Customers
KH4748,15,12,66.2,Potential Loyalists
KH4749,318,9,82.75,Churned Customers
KH4750,100,11,94.52,Potential Loyalists
KH4751,41,6,50.8,Potential Loyalists
KH4752,226,8,55.45,Big Spenders
KH4753,52,23,301.1,Loyal Customers
KH4755,3,3,9.9,Potential Loyalists
KH4756,103,14,198.5,Loyal Customers
KH4757,197,13,103.0,Big Spenders
KH4758,389,9,39.7,Churned Customers
KH4759,313,12,154.35,Churned Customers
KH4760,272,18,122.7,Big Spenders
KH4761,113,12,81.55,Potential Loyalists
KH4762,61,13,73.98,Potential Loyalists
KH4763,63,8,36.8,Potential Loyalists
KH4764,94,8,53.95,Potential Loyalists
KH4765,178,8,97.35,Big Spenders
KH4766,92,17,119.26,Potential Loyalists
KH4768,292,4,57.0,Churned Customers
KH4769,101,12,107.85,Potential Loyalists
KH4770,594,7,63.5,One-time Shoppers
KH4771,369,7,53.2,Churned Customers
KH4772,376,10,81.85,Churned Customers
KH4773,51,18,149.5,Loyal Customers
KH4774,167,4,44.5,Big Spenders
KH4775,641,3,17.6,One-time Shoppers
KH4776,66,17,125.7,Loyal Customers
KH4778,128,15,146.4,Loyal Customers
KH4779,51,16,117.9,Potential Loyalists
KH4780,102,20,127.22,Loyal Customers
KH4781,38,6,67.1,Potential Loyalists
KH4782,136,10,88.05,Big Spenders
KH4783,69,21,190.16,Loyal Customers
KH4784,110,5,114.0,Potential Loyalists
KH4785,108,12,109.42,Potential Loyalists
KH4786,395,7,76.1,Churned Customers
KH4787,140,12,117.9,Big Spenders
KH4788,246,13,152.02,Big Spenders
KH4789,110,11,207.05,Loyal Customers
KH4790,137,11,53.39,Big Spenders
KH4791,671,4,24.4,One-time Shoppers
KH4792,163,4,18.7,Big Spenders
KH4793,36,10,107.4,Potential Loyalists
KH4794,64,11,68.8,Potential Loyalists
KH4795,153,2,13.5,Big Spenders
KH4796,127,14,95.6,Big Spenders
KH4797,179,11,141.6,Big Spenders
KH4798,39,8,45.84,Potential Loyalists
KH4799,252,19,171.85,Big Spenders
KH4800,6,15,205.6,Loyal Customers
KH4801,148,5,29.2,Big Spenders
KH4802,507,2,30.0,One-time Shoppers
KH4803,365,6,19.0,Churned Customers
KH4804,3,17,167.54,Loyal Customers
KH4805,78,4,12.0,Potential Loyalists
KH4806,36,11,87.0,Potential Loyalists
KH4807,195,13,144.0,Big Spenders
KH4808,132,11,91.08,Big Spenders
KH4809,93,12,99.26,Potential Loyalists
KH4810,137,4,37.4,Big Spenders
KH4811,58,7,32.9,Potential Loyalists
KH4812,217,15,105.3,Big Spenders
KH4813,148,7,73.9,Big Spenders
KH4814,108,15,112.5,Potential Loyalists
KH4815,705,2,47.9,One-time Shoppers
KH4816,152,2,3.2,Big Spenders
KH4817,10,12,102.0,Potential Loyalists
KH4818,285,8,43.5,Churned Customers
KH4819,90,12,71.05,Potential Loyalists
KH4820,23,18,133.8,Loyal Customers
KH4821,32,14,97.59,Potential Loyalists
KH4822,179,12,50.8,Big Spenders
KH4823,470,8,67.46,One-time Shoppers
KH4824,559,2,11.6,One-time Shoppers
KH4825,45,14,160.0,Loyal Customers
KH4826,198,13,180.3,Big Spenders
KH4827,33,14,108.7,Potential Loyalists
KH4828,80,24,205.01,Loyal Customers
KH4829,57,5,27.4,Potential Loyalists
KH4830,372,8,36.7,Churned Customers
KH4831,47,28,263.65,Loyal Customers
KH4832,27,13,140.02,Loyal Customers
KH4833,295,7,57.95,Churned Customers
KH4834,247,2,7.8,Big Spenders
KH4835,21,14,80.84,Potential Loyalists
KH4836,47,19,242.0,Loyal Customers
KH4837,28,10,86.8,Potential Loyalists
KH4838,333,8,75.3,Churned Customers
KH4839,11,8,45.34,Potential Loyalists
KH4840,208,10,79.4,Big Spenders
KH4841,13,11,46.9,Potential Loyalists
KH4842,22,12,79.89,Potential Loyalists
KH4843,231,11,104.85,Big Spenders
KH4844,310,2,23.4,Churned Customers
KH4845,79,8,102.2,Potential Loyalists
KH4846,391,5,15.0,Churned Customers
KH4847,330,9,46.42,Churned Customers
KH4848,77,6,48.5,Potential Loyalists
KH4849,227,7,48.64,Big Spenders
KH4850,168,4,41.9,Big Spenders
KH4851,10,14,145.2,Loyal Customers
KH4852,131,20,108.8,Big Spenders
KH4853,87,12,123.6,Loyal Customers
KH4854,372,8,44.35,Churned Customers
KH4855,243,10,108.8,Big Spenders
KH4856,346,8,51.85,Churned Customers
KH4857,155,4,35.1,Big Spenders
KH4858,318,6,50.6,Churned Customers
KH4859,112,8,112.0,Potential Loyalists
KH4860,411,14,72.16,Churned Customers
KH4861,108,6,34.4,Potential Loyalists
KH4862,229,12,95.3,Big Spenders
KH4863,0,4,36.1,Potential Loyalists
KH4864,26,25,150.58,Loyal Customers
KH4865,408,5,71.5,Churned Customers
KH4866,131,6,27.1,Big Spenders
KH4867,62,11,180.0,Loyal Customers
KH4868,242,13,51.7,Big Spenders
KH4869,271,10,82.3,Big Spenders
KH4870,547,6,24.4,One-time Shoppers
KH4871,45,7,100.12,Potential Loyalists
KH4872,432,12,111.62,Churned Customers
KH4873,118,8,69.2,Potential Loyalists
KH4874,7,5,43.95,Potential Loyalists
KH4875,65,29,249.6,Loyal Customers
KH4876,312,8,61.9,Churned Customers
KH4877,54,21,147.41,Loyal Customers
KH4878,100,7,71.8,Potential Loyalists
KH4879,79,9,99.15,Potential Loyalists
KH4880,475,6,127.1,One-time Shoppers
KH4881,155,8,59.94,Big Spenders
KH4882,60,4,36.6,Potential Loyalists
KH4883,124,10,99.52,Big Spenders
KH4884,699,2,26.3,One-time Shoppers
KH4885,75,2,16.4,Potential Loyalists
KH4886,338,10,121.31,Churned Customers
KH4887,413,6,47.9,Churned Customers
KH4888,320,6,39.55,Churned Customers
KH4889,330,3,6.4,Churned Customers
KH4890,107,12,93.6,Potential Loyalists
KH4891,85,13,111.1,Potential Loyalists
KH4892,261,12,96.2,Big Spenders
KH4893,304,8,109.9,Churned Customers
KH4894,7,8,81.0,Potential Loyalists
KH4895,114,11,42.6,Potential Loyalists
KH4896,67,8,71.3,Potential Loyalists
KH4897,400,8,79.6,Churned Customers
KH4898,157,6,57.2,Big Spenders
KH4899,292,10,74.9,Churned Customers
KH4900,455,4,26.1,One-time Shoppers
KH4901,319,8,70.0,Churned Customers
KH4902,258,6,25.0,Big Spenders
KH4903,22,8,48.1,Potential Loyalists
KH4904,389,2,14.5,Churned Customers
KH4905,35,2,33.2,Potential Loyalists
KH4906,91,11,107.34,Potential Loyalists
KH4907,253,5,29.7,Big Spenders
KH4908,224,7,74.19,Big Spenders
KH4909,65,6,55.7,Potential Loyalists
KH4910,35,6,74.9,Potential Loyalists
KH4911,357,10,50.75,Churned Customers
KH4913,151,7,31.4,Big Spenders
KH4914,31,10,98.76,Potential Loyalists
KH4915,103,16,88.4,Potential Loyalists
KH4916,304,13,141.5,Churned Customers
KH4917,393,6,45.4,Churned Customers
KH4918,337,5,17.7,Churned Customers
KH4919,275,8,58.9,Churned Customers
KH4920,312,4,19.0,Churned Customers
KH4922,13,10,106.0,Potential Loyalists
KH4923,98,13,93.07,Potential Loyalists
KH4924,107,14,87.4,Potential Loyalists
KH4925,377,11,87.89,Churned Customers
KH4926,405,2,2.9,Churned Customers
KH4927,72,5,29.2,Potential Loyalists
KH4928,134,3,68.4,Big Spenders
KH4929,156,14,86.95,Big Spenders
KH4930,504,3,18.7,One-time Shoppers
KH4931,240,14,68.1,Big Spenders
KH4932,40,14,95.9,Potential Loyalists
KH4933,306,21,113.05,Churned Customers
KH4934,60,8,37.0,Potential Loyalists
KH4935,272,8,62.4,Churned Customers
KH4936,290,4,31.1,Churned Customers
KH4937,185,16,172.04,Big Spenders
KH4938,20,16,124.87,Potential Loyalists
KH4939,77,17,111.5,Potential Loyalists
KH4940,131,8,82.75,Big Spenders
KH4941,319,26,194.04,Churned Customers
KH4942,37,10,98.1,Potential Loyalists
KH4943,155,6,34.1,Big Spenders
KH4944,88,9,53.05,Potential Loyalists
KH4945,150,2,12.0,Big Spenders
KH4946,56,18,162.5,Loyal Customers
KH4947,42,14,154.25,Loyal Customers
KH4948,586,4,27.6,One-time Shoppers
KH4949,134,2,15.2,Big Spenders
KH4950,252,9,52.72,Big Spenders
KH4951,36,13,137.6,Loyal Customers
KH4952,69,15,172.5,Loyal Customers
KH4953,81,16,144.9,Loyal Customers
KH4954,97,8,60.0,Potential Loyalists
KH4955,385,6,39.8,Churned Customers
KH4956,405,8,45.3,Churned Customers
KH4957,515,6,63.4,One-time Shoppers
KH4958,172,13,189.7,Loyal Customers
KH4959,183,12,98.1,Big Spenders
KH4960,133,9,36.0,Big Spenders
KH4961,423,2,16.2,Churned Customers
KH4962,276,11,118.8,Big Spenders
KH4963,366,8,69.1,Churned Customers
KH4964,30,4,23.15,Potential Loyalists
KH4965,80,4,59.9,Potential Loyalists
KH4966,339,6,55.6,Churned Customers
KH4967,98,12,151.4,Loyal Customers
KH4968,47,7,121.2,Potential Loyalists
KH4969,218,13,94.36,Big Spenders
KH4970,144,7,70.5,Big Spenders
KH4971,227,6,41.4,Big Spenders
KH4972,327,13,138.7,Churned Customers
KH4973,581,3,16.4,One-time Shoppers
KH4974,420,4,34.24,Churned Customers
KH4975,58,13,110.7,Potential Loyalists
KH4976,166,7,88.4,Big Spenders
KH4977,132,9,72.85,Big Spenders
KH4978,711,2,42.6,One-time Shoppers
KH4979,250,7,28.6,Big Spenders
KH4980,492,2,20.75,One-time Shoppers
KH4981,354,10,101.6,Churned Customers
KH4982,151,3,9.6,Big Spenders
KH4983,382,6,29.22,Churned Customers
KH4984,248,7,22.15,Big Spenders
KH4985,4,8,25.97,Potential Loyalists
KH4986,332,12,86.95,Churned Customers
KH4987,357,7,26.4,Churned Customers
KH4988,10,18,135.4,Loyal Customers
KH4989,194,10,86.2,Big Spenders
KH4990,16,8,99.4,Potential Loyalists
KH4991,373,10,61.34,Churned Customers
KH4992,193,11,133.9,Big Spenders
KH4993,324,10,96.78,Churned Customers
KH4994,325,2,13.5,Churned Customers
KH4995,576,4,29.0,One-time Shoppers
KH4996,36,10,28.5,Potential Loyalists
KH4997,3,6,93.0,Potential Loyalists
KH4998,77,2,33.0,Potential Loyalists
KH4999,4,16,164.86,Loyal Customers
KH5000,323,7,21.8,Churned Customers
KH5001,10,100,150.0,Loyal Customers
KH5002,100,5,293,Loyal Customers
KH5003,352,15,207,Churned Customers
KH5004,321,11,280,Churned Customers
KH5005,587,23,219,One-time Shoppers
KH5006,456,22,330,Churned Customers
